Site;Night_Date;Id;Positive_min;Validation;Nb_contacts;X;Y;Habitat1;Habitat2;Machine;Opérateur;Projet;start;end;diff
sortie du tunnel Gueule - Pont;29/09/2015;parasi;1;;1;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:28;06:44;11,2666666666667
sortie du tunnel Gueule - Pont;29/09/2015;Pip50;21;P. Nyssen;32;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:28;06:44;11,2666666666667
sortie du tunnel Gueule - Pont;29/09/2015;Pipnat;1;P. Nyssen;1;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:28;06:44;11,2666666666667
sortie du tunnel Gueule - Pont;29/09/2015;PippiT;105;;356;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:28;06:44;11,2666666666667
sortie du tunnel Gueule - Pont;30/09/2015;ChiroSp;2;;2;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:22;20:37;1,25
sortie du tunnel Gueule - Pont;30/09/2015;Pipnat;1;P. Nyssen;1;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:22;20:37;1,25
sortie du tunnel Gueule - Pont;30/09/2015;PippiT;7;;7;262825;159796;Cours d'eau - rivière (3m< L< 10m);Route (induré, circulation véhicule rapide);SM2-E;E. Paquot;Plecotus Natura 2000;19:22;20:37;1,25
Tersaessen haie maison 14;22/07/2015;ChiroSp;134;P. Nyssen;238;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;ENVsp;9;P. Nyssen;24;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;Eptser;7;P. Nyssen;9;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;Myomyo;1;Q. Smits;1;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;Myonat;1;P. Nyssen;2;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;Myosp;2;Q. Smits;2;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;Nyclei;1;P. Nyssen;1;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;parasi;102;P. Nyssen;122;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;Pip50;37;P. Nyssen;56;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;22/07/2015;PippiT;114;P. Nyssen;249;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:14;7,48333333333333
Tersaessen haie maison 14;23/07/2015;ChiroSp;135;P. Nyssen;222;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;ENVsp;15;;27;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;Eptser;4;P. Nyssen;4;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;Myosp;1;;1;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;Nycnoc;1;P. Nyssen;1;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;parasi;49;P. Nyssen;73;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;Pip50;30;P. Nyssen;38;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;PippiT;121;P. Nyssen;245;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;Pleaur;1;P. Nyssen;1;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen haie maison 14;23/07/2015;Plesp;1;P. Nyssen;1;262694;161911;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:44;05:22;7,63333333333333
Tersaessen Maison Beaujean haie;28/07/2015;ChiroSp;44;P. Nyssen;61;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:48;05:21;7,55
Tersaessen Maison Beaujean haie;28/07/2015;Eptser;1;P. Nyssen;2;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:48;05:21;7,55
Tersaessen Maison Beaujean haie;28/07/2015;Myosp;1;;1;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:48;05:21;7,55
Tersaessen Maison Beaujean haie;28/07/2015;parasi;21;P. Nyssen;21;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:48;05:21;7,55
Tersaessen Maison Beaujean haie;28/07/2015;Pip50;3;;3;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:48;05:21;7,55
Tersaessen Maison Beaujean haie;28/07/2015;PippiT;33;;70;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:48;05:21;7,55
Tersaessen Maison Beaujean haie;29/07/2015;ChiroSp;79;P. Nyssen;112;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;ENVsp;1;;1;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;Eptser;3;P. Nyssen;3;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;Myomyo;1;Q. Smits;2;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;Myonat;1;P. Nyssen;2;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;Myosp;1;;1;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;parasi;19;P. Nyssen;20;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;Pip50;11;;13;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen Maison Beaujean haie;29/07/2015;PippiT;200;;1216;262813;161783;Bâtiments;Haie;SM2-E;J.P. Thys;Plecotus Natura 2000;21:37;05:24;7,78333333333333
Tersaessen maisons 42 et 56;20/07/2015;ChiroSp;28;P. Nyssen;39;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;ENVsp;5;P. Nyssen;8;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;Eptser;1;P. Nyssen;1;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;Myomyo;2;Q. Smits;2;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;Myosp;2;P. Nyssen;3;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;parasi;87;P. Nyssen;183;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;Pip50;1;;1;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;PippiT;34;;80;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;Pleaur;1;Q. Smits;1;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;20/07/2015;Plesp;5;P. Nyssen - Q. Smits;6;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:50;04:49;6,98333333333333
Tersaessen maisons 42 et 56;21/07/2015;ChiroSp;29;;36;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;ENVsp;2;P. Nyssen;4;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;Myonat;1;P. Nyssen;2;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;Myosp;5;P. Nyssen;8;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;parasi;115;P. Nyssen;166;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;Pip50;1;;1;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;PippiT;27;;45;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen maisons 42 et 56;21/07/2015;Plesp;2;;2;262298;162023;Bâtiments;Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;21:38;05:44;8,1
Tersaessen nord;26/07/2015;ChiroSp;71;P. Nyssen;115;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;ENVsp;5;P. Nyssen;10;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;Eptser;1;P. Nyssen;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;Myonat;1;P. Nyssen;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;Myosp;1;;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;parasi;38;P. Nyssen;42;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;Pip50;1;;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;PippiT;26;;40;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;26/07/2015;Pleaur;1;P. Nyssen;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:55;05:46;7,85
Tersaessen nord;27/07/2015;ChiroSp;98;;147;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
Tersaessen nord;27/07/2015;ENVsp;14;;25;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
Tersaessen nord;27/07/2015;Eptser;2;P. Nyssen;2;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
Tersaessen nord;27/07/2015;Myomyo;1;P. Nyssen;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
Tersaessen nord;27/07/2015;Nyclei;1;P. Nyssen;1;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
Tersaessen nord;27/07/2015;parasi;68;P. Nyssen;78;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
Tersaessen nord;27/07/2015;PippiT;24;;29;262872;162039;Forêt mixte;Layons;SM2-E;J.P. Thys;Plecotus Natura 2000;21:45;05:10;7,41666666666667
verger près de la ferme Franssen;14/07/2015;ChiroSp;53;P. Nyssen;73;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;ENVsp;13;P. Nyssen;20;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Eptser;1;P. Nyssen;1;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Myomyo;2;P. Nyssen;3;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Myosp;9;P. Nyssen;12;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Nyclei;2;P. Nyssen - Q. Smits;3;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;parasi;11;P. Nyssen;11;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Pip50;10;;10;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;PippiT;70;P. Nyssen;144;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Pleaus;1;Q. Smits;1;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;14/07/2015;Plesp;4;;7;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:10;7,2
verger près de la ferme Franssen;15/07/2015;ChiroSp;60;Q. Smits;80;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;ENVsp;10;;14;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;Myomyo;3;P. Nyssen - Q. Smits;3;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;Myonat;1;P. Nyssen;2;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;Myosp;8;P. Nyssen;11;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;parasi;68;P. Nyssen;89;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;Pip50;10;;10;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;PippiT;66;P. Nyssen;111;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
verger près de la ferme Franssen;15/07/2015;Plesp;2;;2;260235;161873;Zone urbanisée (ville , village);Arbre isolé;SM2-E;J.P. Thys;Plecotus Natura 2000;21:58;05:18;7,33333333333333
vers le camping rive droite - bief du moulin;03/07/2015;ChiroSp;89;P. Nyssen - Q. Smits;268;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;ENVsp;24;P. Nyssen;102;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;Myomyo;1;P. Nyssen;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;Nyclei;5;P. Nyssen;5;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;parasi;12;;16;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;Pip35;1;;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;Pip50;4;;5;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;03/07/2015;PippiT;98;;329;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:18;05:01;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;ChiroSp;89;P. Nyssen;205;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;ENVsp;20;;82;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;Myomyo;1;P. Nyssen;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;Nyclei;5;P. Nyssen;5;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;parasi;12;;15;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;Pip35;1;P. Nyssen;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;Pip50;8;;12;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;PippiT;121;P. Nyssen;495;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;04/07/2015;Plesp;1;;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:21;05:04;6,71666666666667
vers le camping rive droite - bief du moulin;05/07/2015;ChiroSp;28;;63;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;ENVsp;2;P. Nyssen;4;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;Myomyo;1;P. Nyssen;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;Myosp;1;;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;parasi;2;P. Nyssen;2;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;Pip50;4;;4;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;Pipnat;1;P. Nyssen;1;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;PippiT;47;;138;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
vers le camping rive droite - bief du moulin;05/07/2015;Plesp;2;P. Nyssen;2;260920;161202;Cours d'eau - rivière (3m< L< 10m);Bande boisée et alignement d'arbres;SM2-E;J.P. Thys;Plecotus Natura 2000;22:19;01:05;2,76666666666667
Jenneret - Grotte;01/06/2012;ChiroSp;41;;84;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;22:22;05:04;6,7
Jenneret - Grotte;01/06/2012;Myosp;9;;10;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;22:22;05:04;6,7
Jenneret - Grotte;01/06/2012;parasi;1;;1;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;22:22;05:04;6,7
Jenneret - Grotte;01/06/2012;PippiT;5;;6;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;22:22;05:04;6,7
Jenneret - Grotte;01/06/2012;Rhihip;13;A. Mazurie;21;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;22:22;05:04;6,7
Jenneret - Grotte;01/07/2012;ChiroSp;1;;1;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;22:18;22:18;0
Jenneret - Grotte;01/08/2012;ChiroSp;6;;7;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;21:10;23:02;1,86666666666667
Jenneret - Grotte;01/08/2012;Rhihip;2;;2;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;21:10;23:02;1,86666666666667
Jenneret - Grotte;01/09/2012;ChiroSp;5;;5;226959;123379;Cavité - carrière, mine et grotte;Bande boisée et alignement d'arbres;SM2;H. Ghyselinck, D. Parkinson;Divers Plecotus;20:05;22:16;2,18333333333333
